Entry	Gene names	Entry name	Cross-reference (GeneID)
O00592	PODXL PCLP PCLP1	PODXL_HUMAN	5420
Q5T9C9	PIP5KL1	PI5L1_HUMAN	138429
Q8N2W9	PIAS4 PIASG	PIAS4_HUMAN	51588
Q7Z3Z4	PIWIL4 HIWI2 PIWI	PIWL4_HUMAN	143689
Q8TDX9	PKD1L1 UNQ5785/PRO19563	PK1L1_HUMAN	168507
Q9P0L9	PKD2L1 PKD2L PKDL TRPP3	PK2L1_HUMAN	9033
Q5TBB1	RNASEH2B DLEU8	RNH2B_HUMAN	79621
Q969S9	GFM2 EFG2 MSTP027	RRF2M_HUMAN	84340
Q92766	RREB1 FINB	RREB1_HUMAN	6239
O15034	RIMBP2 KIAA0318 RBP2	RIMB2_HUMAN	23504
Q9NW08	POLR3B	RPC2_HUMAN	55703
Q2QD12	RPEL1	RPEL1_HUMAN	729020
Q6P1L8	MRPL14 MRPL32 RPML32	RM14_HUMAN	64928
Q5VT52	RPRD2 KIAA0460 HSPC099	RPRD2_HUMAN	23248
O60518	RANBP6	RNBP6_HUMAN	26953
Q92930	RAB8B	RAB8B_HUMAN	51762
Q86UA6	RPAIN RIP	RIP_HUMAN	84268
Q9Y4C8	RBM19 KIAA0682	RBM19_HUMAN	9904
Q86YD1	PTOV1 ACID2 PP642 UNQ6127/PRO20092	PTOV1_HUMAN	53635
Q8TE77	SSH3 SSH3L	SSH3_HUMAN	54961
Q06124	PTPN11 PTP2C SHPTP2	PTN11_HUMAN	5781
Q6ZUI0	TPRG1 FAM79B	TPRG1_HUMAN	285386
Q8N2E6	TOR2A HEMBA1005096 PSEC0218	TOR2X_HUMAN	27433
A6NLI5	TRIM64C	TR64C_HUMAN	646754
O75324	SNN	SNN_HUMAN	8303
P0CI26	TRIM49C TRIM49L2	TR49C_HUMAN	642612
Q12933	TRAF2 TRAP3	TRAF2_HUMAN	7186
O00463	TRAF5 RNF84	TRAF5_HUMAN	7188
P09012	SNRPA	SNRPA_HUMAN	6626
O60296	TRAK2 ALS2CR3 KIAA0549	TRAK2_HUMAN	66008
Q9UMY4	SNX12	SNX12_HUMAN	29934
Q9Y5W8	SNX13 KIAA0713	SNX13_HUMAN	23161
Q8N0Z3	SPICE1 CCDC52 SPICE	SPICE_HUMAN	152185
P57772	EEFSEC SELB	SELB_HUMAN	60678
Q96KG9	SCYL1 CVAK90 GKLP NTKL TAPK TEIF TRAP HT019	SCYL1_HUMAN	57410
Q9NZQ3	NCKIPSD AF3P21 SPIN90	SPN90_HUMAN	51517
Q6ZMY3	SPOCD1	SPOC1_HUMAN	90853
Q9H2E6	SEMA6A KIAA1368 SEMAQ	SEM6A_HUMAN	57556
Q9BYV2	TRIM54 MURF MURF3 RNF30	TRI54_HUMAN	57159
Q8TCT8	SPPL2A IMP3 PSL2 PSEC0147	SPP2A_HUMAN	84888
Q86XT4	TRIM50 TRIM50A	TRI50_HUMAN	135892
Q495X7	TRIM60 RNF129 RNF33	TRI60_HUMAN	166655
Q6ZMU5	TRIM72 MG53	TRI72_HUMAN	493829
P35326	SPRR2A	SPR2A_HUMAN	6700
Q9NX45	SOHLH2 TEB1	SOLH2_HUMAN	100526761
Q7Z699	SPRED1	SPRE1_HUMAN	161742
Q5MJ07	SPANXN5	SPXN5_HUMAN	494197
Q6BEB4	SP5	SP5_HUMAN	389058
Q9NPE6	SPAG4 SUN4	SPAG4_HUMAN	6676
Q96R06	SPAG5	SPAG5_HUMAN	10615
Q9C0A6	SETD5 KIAA1757	SETD5_HUMAN	55209
Q8TBK2	SETD6	SETD6_HUMAN	79918
O75533	SF3B1 SAP155	SF3B1_HUMAN	23451
P48023	FASLG APT1LG1 CD95L FASL TNFSF6	TNFL6_HUMAN	356
Q14162	SCARF1 KIAA0149 SREC	SREC_HUMAN	8578
Q969I6	SLC38A4 ATA3 NAT3 SNAT4	S38A4_HUMAN	55089
P0DMW4	SMIM10L2A LINC00086 NCRNA00086	SIL2A_HUMAN	399668
Q9UGK8	SERGEF DELGEF GNEFR	SRGEF_HUMAN	26297
Q5STR5	SMIM40	SIM40_HUMAN	
P0DL12	SMIM17	SIM17_HUMAN	147670
Q9Y6M7	SLC4A7 BT NBC2 NBC2B NBC3 NBCn1 SBC2 SLC4A6	S4A7_HUMAN	9497
Q8NBI5	SLC43A3 PSEC0252	S43A3_HUMAN	29015
Q8IXJ6	SIRT2 SIR2L SIR2L2	SIR2_HUMAN	22933
Q8IVN8	SBSPON C8orf84 RPESP	SBSPO_HUMAN	157869
P62249	RPS16	RS16_HUMAN	6217
Q9UHQ7	TCEAL9 WBP5	TCAL9_HUMAN	51186
Q9Y6F9	WNT6	WNT6_HUMAN	7475
A0A0B4J241	TRAV13-1	TVAM1_HUMAN	
Q8NBF4		YG006_HUMAN	
Q9NX01	TXNL4B DIM2 DLP	TXN4B_HUMAN	54957
A8MVS1	ZNF705F	Z705F_HUMAN	
Q9P2K2	TXNDC16 ERP90 KIAA1344	TXD16_HUMAN	57544
Q5SVQ8	ZBTB41 FRBZ1	ZBT41_HUMAN	360023
Q9HA47	UCK1 URK1	UCK1_HUMAN	83549
Q8WVF2	UCMA C10orf49	UCMA_HUMAN	221044
P17643	TYRP1 CAS2 TYRP TYRRP	TYRP1_HUMAN	7306
Q9C002	NMES1 C15orf48	NMES1_HUMAN	84419
Q6ZS72	PEAK3 C19orf35	PEAK3_HUMAN	374872
P08949	NMB	NMB_HUMAN	4828
Q86UU1	PHLDB1 KIAA0638 LL5A DLNB07	PHLB1_HUMAN	23187
O14683	TP53I11 PIG11	P5I11_HUMAN	9537
O15350	TP73 P73	P73_HUMAN	7161
O14737	PDCD5 TFAR19	PDCD5_HUMAN	9141
P01210	PENK	PENK_HUMAN	5179
A0A2R8YFM6	OOSP3	OOSP3_HUMAN	
Q5SY16	NOL9	NOL9_HUMAN	79707
A6NHA9	OR4C46	O4C46_HUMAN	119749
O15496	PLA2G10	PA2GX_HUMAN	8399
Q9Y5P1	OR51B2 OR51B1P	O51B2_HUMAN	79345
P0C646	OR52Z1 OR52Z1P	O52Z1_HUMAN	283110
Q5SWL8	PRAMEF19	PRA19_HUMAN	645414
Q8NGF0	OR52B6	O52B6_HUMAN	340980
P41143	OPRD1 OPRD	OPRD_HUMAN	4985
Q8NCQ7	PROCA1	PRCA1_HUMAN	147011
Q9BXM0	PRX KIAA1620	PRAX_HUMAN	57716
A6NIJ9	OR6C70	O6C70_HUMAN	390327
P35372	OPRM1 MOR1	OPRM_HUMAN	4988
Q96DU9	PABPC5 PABP5	PABP5_HUMAN	140886
Q8TD19	NEK9 KIAA1995 NEK8 NERCC	NEK9_HUMAN	91754
Q8IVN3	MUSTN1	MSTN1_HUMAN	389125
P04181	OAT	OAT_HUMAN	4942
P18509	ADCYAP1	PACA_HUMAN	116
P11717	IGF2R MPRI	MPRI_HUMAN	3482
O15534	PER1 KIAA0482 PER RIGUI	PER1_HUMAN	5187
Q9UKN5	PRDM4 PFM1	PRDM4_HUMAN	11108
P30041	PRDX6 AOP2 KIAA0106	PRDX6_HUMAN	9588
Q9BY11	PACSIN1 KIAA1379	PACN1_HUMAN	29993
P04000	OPN1LW RCP	OPSR_HUMAN	
P04731	MT1A MT1S	MT1A_HUMAN	4489
P51888	PRELP SLRR2A	PRELP_HUMAN	5549
Q96R28	OR2M2	OR2M2_HUMAN	391194
Q8NH16	OR2L2 OR2L12 OR2L4P	OR2L2_HUMAN	26246
Q8NG85	OR2L3	OR2L3_HUMAN	391192
P07202	TPO	PERT_HUMAN	7173
P01298	PPY PNP	PAHO_HUMAN	5539
Q8NFA2	NOXO1 P41NOX SH3PXD5	NOXO1_HUMAN	124056
A6NFF2	NAP1L6P NAP1L6	NP1L6_HUMAN	
Q13203	MYBPH	MYBPH_HUMAN	4608
Q8NGJ1	OR4D6	OR4D6_HUMAN	219983
Q8WZ94	OR5P3	OR5P3_HUMAN	120066
P05121	SERPINE1 PAI1 PLANH1	PAI1_HUMAN	5054
Q96R09	OR5B2	OR5B2_HUMAN	390190
A6NMS3	OR5K4	OR5K4_HUMAN	403278
Q13606	OR5I1 OLF1	OR5I1_HUMAN	10798
Q8NGG2	OR5T2	OR5T2_HUMAN	219464
Q96RB7	OR5M11	OR5MB_HUMAN	219487
Q9H207	OR10A5 OR10A1	O10A5_HUMAN	144124
Q8NGA6	OR10H5	O10H5_HUMAN	284433
Q8NGY0	OR10X1 OR10X1P	O10X1_HUMAN	128367
Q8NGN1	OR6T1	OR6T1_HUMAN	219874
Q8NGN2	OR10S1	O10S1_HUMAN	219873
Q9Y536	PPIAL4A COAS2 PPIAL4B	PAL4A_HUMAN	653505
Q5JRS4	OR10J3 OR10J3P	O10J3_HUMAN	441911
P0C7N5	OR8U9	OR8U9_HUMAN	504190
A0A0B4J2A2	PPIAL4C	PAL4C_HUMAN	653598
Q8NGG4	OR8H1	OR8H1_HUMAN	219469
Q8NGS8	OR13C5	O13C5_HUMAN	138799
Q8NHC7	OR14C36 OR5BF1	O14CZ_HUMAN	127066
O75161	NPHP4 KIAA0673	NPHP4_HUMAN	261734
O75781	PALM KIAA0270	PALM_HUMAN	5064
Q8NHC5	OR14A16 OR5AT1	O14AG_HUMAN	284532
E9PJ23	NPIPB6	NPIB6_HUMAN	728741
Q5SWX8	ODR4 C1orf27 TTG1 TTG1A	ODR4_HUMAN	54953
Q99650	OSMR OSMRB	OSMR_HUMAN	9180
Q02045	MYL5	MYL5_HUMAN	4636
Q8NCU8	MTLN LINC00116 NCRNA00116 SMIM37	MTLN_HUMAN	
A0A1B0GTQ4	MYMX	MYMX_HUMAN	101929726
Q9BT67	NDFIP1 N4WBP5 PSEC0192 PSEC0223	NFIP1_HUMAN	80762
Q9UL41	PNMA3 MA3	PNMA3_HUMAN	29944
Q70E73	RAPH1 ALS2CR18 ALS2CR9 KIAA1681 LPD PREL2 RMO1	RAPH1_HUMAN	65059
Q9NS23	RASSF1 RDA32	RASF1_HUMAN	11186
O75192	PEX11A PEX11	PX11A_HUMAN	8800
Q96N64	PWWP2A KIAA1935 MST101	PWP2A_HUMAN	114825
P40937	RFC5	RFC5_HUMAN	5985
O75678	RFPL2 RNF79	RFPL2_HUMAN	10739
O43251	RBFOX2 FOX2 HRNBP2 RBM9 RTA	RFOX2_HUMAN	23543
O75679	RFPL3	RFPL3_HUMAN	10738
Q9BRK0	REEP2 C5orf19 SGC32445	REEP2_HUMAN	51308
P22670	RFX1	RFX1_HUMAN	5989
P04808	RLN1	REL1_HUMAN	6013
O14807	MRAS RRAS3	RASM_HUMAN	22808
P0DJD0	RGPD1 RANBP2L6 RGP1	RGPD1_HUMAN	400966
O15492	RGS16 RGSR	RGS16_HUMAN	6004
P57052	RBM11	RBM11_HUMAN	54033
O75478	TADA2A TADA2L KL04P	TAD2A_HUMAN	6871
Q8WXD0	RXFP2 GPR106 GREAT LGR8	RXFP2_HUMAN	122042
Q8IWU9	TPH2 NTPH	TPH2_HUMAN	121278
O75865	TRAPPC6A HSPC289	TPC6A_HUMAN	79090
Q9H808	TLE6	TLE6_HUMAN	79816
Q15561	TEAD4 RTEF1 TCF13L1 TEF3	TEAD4_HUMAN	7004
O15455	TLR3	TLR3_HUMAN	7098
Q9UIF3	TEKT2	TEKT2_HUMAN	27285
Q8NE00	TMEM104	TM104_HUMAN	54868
Q9H6X4	TMEM134	TM134_HUMAN	80194
Q5BJH2	TMEM128	TM128_HUMAN	85013
Q68CZ2	TNS3 TEM6 TENS1 TPP	TENS3_HUMAN	64759
Q9HC07	TMEM165 TPARL	TM165_HUMAN	55858
Q8IZW8	TNS4 CTEN PP14434	TENS4_HUMAN	84951
Q53S58	TMEM177	TM177_HUMAN	80775
Q9Y6M0	PRSS21 ESP1 TEST1 UNQ266/PRO303	TEST_HUMAN	10942
Q9BWQ6	YIPF2	YIPF2_HUMAN	78992
A6NN06		U633A_HUMAN	
Q15029	EFTUD2 KIAA0031 SNRP116	U5S1_HUMAN	9343
Q9NQW7	XPNPEP1 XPNPEPL XPNPEPL1	XPP1_HUMAN	7511
Q68DE3	USF3 KIAA2018	USF3_HUMAN	205717
Q8WVY7	UBLCP1	UBCP1_HUMAN	134510
P01737	TRAV8-4	TVA84_HUMAN	
Q9BY14	TEX101 SGRG UNQ867/PRO1884	TX101_HUMAN	83639
Q8NHX9	TPCN2 TPC2	TPC2_HUMAN	219931
O75396	SEC22B SEC22L1	SC22B_HUMAN	9554
Q9BZW2	SLC13A1 NAS1 NASI1	S13A1_HUMAN	6561
Q9BRL7	SEC22C SEC22L3 UNQ459/PRO784	SC22C_HUMAN	9117
Q14683	SMC1A DXS423E KIAA0178 SB1.8 SMC1 SMC1L1	SMC1A_HUMAN	8243
Q96BI1	SLC22A18 BWR1A BWSCR1A HET IMPT1 ITM ORCTL2 SLC22A1L TSSC5	S22AI_HUMAN	5002
O95977	S1PR4 EDG6	S1PR4_HUMAN	8698
O15244	SLC22A2 OCT2	S22A2_HUMAN	6582
Q9C0D5	TANC1 KIAA1728	TANC1_HUMAN	85461
Q9UL54	TAOK2 KIAA0881 MAP3K17 PSK PSK1 UNQ2971/PRO7431	TAOK2_HUMAN	9344
Q86XT9	TMEM219	TM219_HUMAN	124446
Q92502	STARD8 DLC3 KIAA0189	STAR8_HUMAN	9754
Q96DR4	STARD4	STAR4_HUMAN	134429
P0DI80	SMIM6 C17orf110	SMIM6_HUMAN	100130933
Q9NQZ5	STARD7 GTT1	STAR7_HUMAN	56910
B2RUZ4	SMIM1	SMIM1_HUMAN	388588
A0A286YEX9	SCYGR10 KRTAP28p2	SCGRX_HUMAN	
Q9H6P5	TASP1 C20orf13	TASP1_HUMAN	55617
Q2WGJ8	TMEM249 C8orfK29	TM249_HUMAN	340393
Q9BYT3	STK33	STK33_HUMAN	65975
Q13188	STK3 KRS1 MST2	STK3_HUMAN	6788
Q9NQA5	TRPV5 ECAC1	TRPV5_HUMAN	56302
P82675	MRPS5	RT05_HUMAN	64969
P82932	MRPS6 C21orf101 RPMS6	RT06_HUMAN	64968
Q9UBI4	STOML1 SLP1 UNC24 MSTP019	STML1_HUMAN	9399
Q9Y2R9	MRPS7	RT07_HUMAN	51081
P16949	STMN1 C1orf215 LAP18 OP18	STMN1_HUMAN	3925
Q93045	STMN2 SCG10 SCGN10	STMN2_HUMAN	11075
P10636	MAPT MAPTL MTBT1 TAU	TAU_HUMAN	4137
A6NIH7	UNC119B	U119B_HUMAN	84747
E0CX11	STMP1 C7orf73	STMP1_HUMAN	647087
A6NCW0	USP17L3 USP17B USP17F	U17L3_HUMAN	645836
Q86VP1	TAX1BP1 T6BP PRO0105	TAXB1_HUMAN	8887
Q9H668	STN1 OBFC1	STN1_HUMAN	79991
P0C7H9	USP17L7	U17L7_HUMAN	392197
P55808	XG PBDX	XG_HUMAN	7499
D6RBQ6	USP17L17	U17LH_HUMAN	100287327
D6R9N7	USP17L18	U17LI_HUMAN	100287364
D6RCP7	USP17L19	U17LJ_HUMAN	100287404
D6RJB6	USP17L20	U17LK_HUMAN	100287441
Q16635	TAZ EFE2 G4.5	TAZ_HUMAN	6901
D6RBM5	USP17L23	U17LN_HUMAN	
P82664	MRPS10 MSTP040	RT10_HUMAN	55173
Q0WX57	USP17L24 USP17 USP17H USP17I USP17J USP17K USP17L USP17M
Q9H5Q4	TFB2M NS5ATP5	TFB2M_HUMAN	64216
Q9Y6Q2	STON1 SALF SBLF STN1	STON1_HUMAN	11037
Q8WXE9	STON2 STN2 STNB	STON2_HUMAN	85439
P0CG34	TMSB15A TMSL8 TMSNB	TB15A_HUMAN	11013
Q702N8	XIRP1 CMYA1 XIN	XIRP1_HUMAN	165904
Q16560	SNRNP35 HM1 U1SNRNPBP	U1SBP_HUMAN	11066
Q9P2F5	STOX2 KIAA1392	STOX2_HUMAN	56977
Q8IYQ7	THNSL1	THNS1_HUMAN	79896
Q86YJ6	THNSL2	THNS2_HUMAN	55258
Q86YW5	TREML1 TLT1 UNQ1825/PRO3438	TRML1_HUMAN	340205
P09430	TNP1	STP1_HUMAN	7141
Q6UXN2	TREML4 TLT4 UNQ9425/PRO34675	TRML4_HUMAN	285852
O95070	YIF1A 54TM HYIF1P YIF1	YIF1A_HUMAN	10897
Q3SY00	TSGA10IP	T10IP_HUMAN	254187
Q5BJH7	YIF1B PP4519 UNQ3073/PRO9905	YIF1B_HUMAN	90522
Q01081	U2AF1 U2AF35 U2AFBP FP793	U2AF1_HUMAN	102724594
Q9NUJ3	TCP11L1	T11L1_HUMAN	55346
Q9Y2R5	MRPS17 RPMS17 HSPC011	RT17_HUMAN	51373
Q9BQE3	TUBA1C TUBA6	TBA1C_HUMAN	84790
Q12800	TFCP2 LSF SEF	TFCP2_HUMAN	7024
Q6PP77	XKRX XKR2 XPLAC XRG2	XKR2_HUMAN	402415
Q9NVS2	MRPS18A	RT18A_HUMAN	55168
Q5GH77	XKR3 XRG3	XKR3_HUMAN	150165
Q5GH76	XKR4 KIAA1889 XRG4	XKR4_HUMAN	114786
P26368	U2AF2 U2AF65	U2AF2_HUMAN	11338
Q8NI27	THOC2 CXorf3	THOC2_HUMAN	57187
Q8IUX1	TMEM126B HT007	T126B_HUMAN	55863
Q86V81	ALYREF ALY BEF THOC4	THOC4_HUMAN	10189
Q9H6D3	XKR8 XRG8	XKR8_HUMAN	55113
Q24JP5	TMEM132A HSPA5BP1 KIAA1583	T132A_HUMAN	54972
Q9Y606	PUS1 PP8985	TRUA_HUMAN	80324
P15923	TCF3 BHLHB21 E2A ITF1	TFE2_HUMAN	6929
Q13769	THOC5 C22orf19 KIAA0983	THOC5_HUMAN	8563
P82650	MRPS22 C3orf5 RPMS22 GK002	RT22_HUMAN	56945
Q5TH74	STPG1 C1orf201	STPG1_HUMAN	90529
Q15695	ZRSR2P1 U2AF1-RS1 U2AF1L1 U2AF1P U2AF1RS1 U2AFBPL ZRSR1	U2AFL_HUMAN	
Q8N3T6	TMEM132C	T132C_HUMAN	92293
Q14C87	TMEM132D HBE120 KIAA1944 MOLT	T132D_HUMAN	121256
A1L167	UBE2QL1	U2QL1_HUMAN	134111
Q8N7X2	STPG3 C9orf173	STPG3_HUMAN	441476
P0DPH8	TUBA3D	TBA3D_HUMAN	113457
Q8N801	STPG4 C2orf61	STPG4_HUMAN	285051
H3BS89	TMEM178B	T178B_HUMAN	100507421
Q9Y3F4	STRAP MAWD UNRIP	STRAP_HUMAN	11171
Q9BX79	STRA6 PP14296 UNQ3126/PRO10282/PRO19578	STRA6_HUMAN	64220
Q8NBL3	TMEM178A TMEM178 PSEC0131 UNQ5926/PRO19820	T178A_HUMAN	130733
Q12815	TROAP	TROAP_HUMAN	10024
Q92665	MRPS31 IMOGN38	RT31_HUMAN	10240
Q07654	TFF3 ITF TFI	TFF3_HUMAN	7033
Q13885	TUBB2A TUBB2	TBB2A_HUMAN	7280
O43815	STRN	STRN_HUMAN	6801
O75762	TRPA1 ANKTM1	TRPA1_HUMAN	8989
Q99595	TIMM17A MIMT17 TIM17 TIM17A TIMM17	TI17A_HUMAN	10440
Q6ZWJ1	STXBP4	STXB4_HUMAN	252983
P49221	TGM4	TGM4_HUMAN	7047
Q15833	STXBP2 UNC18B	STXB2_HUMAN	6813
Q6B0B8	TIGD3	TIGD3_HUMAN	220359
P49788	RARRES1 PEIG1 TIG1	TIG1_HUMAN	5918
P08708	RPS17 RPS17L	RS17_HUMAN	6218
Q8TBR7	TLCD3A FAM57A	TLC3A_HUMAN	79850
Q3Y452	TDRG1	TDRG1_HUMAN	
O60522	TDRD6	TDRD6_HUMAN	221400
Q5T750	XP32 C1orf68	XP32_HUMAN	100129271
O43592	XPOT	XPOT_HUMAN	11260
Q6ZQT7		YJ013_HUMAN	
P0C879		YJ018_HUMAN	
P07911	UMOD	UROM_HUMAN	7369
Q8IZH2	XRN1 SEP1	XRN1_HUMAN	54464
P16989	YBX3 CSDA DBPA	YBOX3_HUMAN	8531
A6XGL0	YJEFN3	YJEN3_HUMAN	374887
O60763	USO1 VDP	USO1_HUMAN	8615
P56703	WNT3 INT4	WNT3_HUMAN	7473
A0A087WT01	TRAV27	TVA27_HUMAN	
P35125	USP6 HRP1 TRE2	UBP6_HUMAN	9098
Q9C0D0	PHACTR1 KIAA1733 RPEL1	PHAR1_HUMAN	221692
Q8NFZ3	NLGN4Y KIAA0951	NLGNY_HUMAN	22829
Q9HB89	NMUR1 GPR66	NMUR1_HUMAN	10316
Q9H6A9	PCNX3 PCNXL3	PCX3_HUMAN	399909
Q8NC60	NOA1 C4orf14	NOA1_HUMAN	84273
Q9H3D4	TP63 KET P63 P73H P73L TP73L	P63_HUMAN	8626
Q9HC29	NOD2 CARD15 IBD1	NOD2_HUMAN	64127
Q8WWZ8	OIT3 LZP UNQ826/PRO1753	OIT3_HUMAN	170392
Q6PF18	MORN3	MORN3_HUMAN	283385
O15091	PRORP KIAA0391 MRPP3	MRPP3_HUMAN	9692
Q8N7P1	PLD5	PLD5_HUMAN	200150
A0A0A6YYL3	POTEB	POTEB_HUMAN	100287399
O15067	PFAS KIAA0361	PUR4_HUMAN	5198
P50749	RASSF2 CENP-34 KIAA0168	RASF2_HUMAN	9770
A0A1B0GWK0	PVALEF	PVLEF_HUMAN	
Q8TE99	PXYLP1 ACPL2 HEL124 XYLP UNQ370/PRO706	PXYP1_HUMAN	92370
P15927	RPA2 REPA2 RPA32 RPA34	RFA2_HUMAN	6118
O43374	RASA4 CAPRI GAPL KIAA0538	RASL2_HUMAN	10156
Q5JQD4	PYY3	PYY3_HUMAN	
Q5R372	RABGAP1L HHL KIAA0471	RBG1L_HUMAN	9910
P50914	RPL14	RL14_HUMAN	9045
Q9BX46	RBM24 RNPC6	RBM24_HUMAN	221662
Q9HD43	PTPRH SAP1	PTPRH_HUMAN	5794
P29558	RBMS1 C2orf12 MSSP MSSP1 SCR2	RBMS1_HUMAN	5937
O14522	PTPRT KIAA0283	PTPRT_HUMAN	11122
Q96S79	RASL10B	RSLAB_HUMAN	91608
Q9UHX1	PUF60 FIR ROBPI SIAHBP1	PUF60_HUMAN	22827
Q92737	RASL10A RRP22	RSLAA_HUMAN	10633
Q9NY72	SCN3B KIAA1158	SCN3B_HUMAN	55800
Q9H115	NAPB SNAPB	SNAB_HUMAN	63908
Q8WV19	SFT2D1 C6orf83	SFT2A_HUMAN	113402
Q96JT2	SLC45A3 PCANAP6 PRST	S45A3_HUMAN	85414
A6NNA2	SRRM3	SRRM3_HUMAN	
Q9BXP5	SRRT ARS2 ASR2	SRRT_HUMAN	51593
Q7Z769	SLC35E3 BLOV1 UNQ3043/PRO9859	S35E3_HUMAN	55508
Q9UBS9	SUCO C1orf9 CH1 OPT SLP1	SUCO_HUMAN	51430
O95475	SIX6 OPTX2 SIX9	SIX6_HUMAN	4990
Q8TDM5	SPACA4 SAMP14 UNQ3046/PRO9862	SACA4_HUMAN	171169
Q9NZJ4	SACS KIAA0730	SACS_HUMAN	26278
Q14151	SAFB2 KIAA0138	SAFB2_HUMAN	9667
Q2VWA4	SKOR2 CORL2 FUSSEL18	SKOR2_HUMAN	652991
Q9H788	SH2D4A PPP1R38 SH2A	SH24A_HUMAN	63898
Q6ZMZ3	SYNE3 C14orf139 C14orf49 LINC00341	SYNE3_HUMAN	161176
P51687	SUOX	SUOX_HUMAN	6821
Q9NYW2	TAS2R8	TA2R8_HUMAN	50836
Q9NR31	SAR1A SAR1 SARA SARA1	SAR1A_HUMAN	56681
Q9UQ13	SHOC2 KIAA0862	SHOC2_HUMAN	8036
O75094	SLIT3 KIAA0814 MEGF5 SLIL2 UNQ691/PRO1336	SLIT3_HUMAN	6586
Q8TF72	SHROOM3 KIAA1481 SHRML MSTP013	SHRM3_HUMAN	57619
P48553	TRAPPC10 EHOC1 TMEM1	TPC10_HUMAN	7109
Q7Z5A7	TAFA5 FAM19A5 UNQ5208/PRO34524	TAFA5_HUMAN	25817
Q86SZ2	TRAPPC6B	TPC6B_HUMAN	122553
Q92736	RYR2	RYR2_HUMAN	6262
Q13183	SLC13A2 NADC1 SDCT1	S13A2_HUMAN	9058
P0CL83	STAG3L1	ST3L1_HUMAN	
Q8IVM8	SLC22A9 hOAT4 OAT7 UST3	S22A9_HUMAN	114571
Q92844	TANK ITRAF TRAF2	TANK_HUMAN	10010
Q8WVM7	STAG1 SA1 SCC3	STAG1_HUMAN	10274
Q9P2P6	STARD9 KIAA1300	STAR9_HUMAN	57519
Q9Y3Q8	TSC22D4 THG1 TILZ2	T22D4_HUMAN	81628
P29083	GTF2E1 TF2E1	T2EA_HUMAN	2960
O95932	TGM6 TGM3L	TGM3L_HUMAN	343641
P21980	TGM2	TGM2_HUMAN	7052
O95411	TIAF1	TIAF1_HUMAN	9220
Q9BQQ7	RTP3 TMEM7 Z3CXXC3	RTP3_HUMAN	83597
Q66K80	RUSC1-AS1 C1orf104	RUAS1_HUMAN	
P08579	SNRPB2	RU2B_HUMAN	6629
Q6ZNE9	RUFY4	RUFY4_HUMAN	285180
Q8WTV1	THAP3	THAP3_HUMAN	90326
Q9NVV9	THAP1	THAP1_HUMAN	55145
Q7Z6K1	THAP5	THAP5_HUMAN	168451
Q53EQ6	TIGD5	TIGD5_HUMAN	84948
P20226	TBP GTF2D1 TF2D TFIID	TBP_HUMAN	6908
Q13207	TBX2	TBX2_HUMAN	6909
Q96SF7	TBX15 TBX14	TBX15_HUMAN	6913
Q9H7E2	TDRD3	TDRD3_HUMAN	81550
Q99594	TEAD3 TEAD5 TEF5	TEAD3_HUMAN	7005
Q9UIK5	TMEFF2 HPP1 TENB2 TPEF UNQ178/PRO204	TEFF2_HUMAN	23671
Q7L2K0	TEDC2 C16orf59	TEDC2_HUMAN	80178
Q15696	ZRSR2 U2AF1-RS2 U2AF1L2 U2AF1RS2 URP	U2AFM_HUMAN	8233
Q14656	TMEM187 CXorf12 DXS9878E ITBA1	TM187_HUMAN	8269
Q9Y385	UBE2J1 NCUBE1 CGI-76 HSPC153 HSPC205	UB2J1_HUMAN	51465
Q8N2K1	UBE2J2 NCUBE2	UB2J2_HUMAN	118424
Q9BRP9		YK016_HUMAN	
Q9H832	UBE2Z HOYS7	UBE2Z_HUMAN	65264
Q8WV48	CCDC107 PSEC0222	CC107_HUMAN	203260
Q96JN2	CCDC136 KIAA1793 NAG6	CC136_HUMAN	64753
Q13705	ACVR2B	AVR2B_HUMAN	93
Q5VUJ5	AGAP7P AGAP7 CTGLF4	AGAP7_HUMAN	
O75493	CA11 CARP2 UNQ211/PRO237	CAH11_HUMAN	770
Q9Y2C3	B3GALT5	B3GT5_HUMAN	10317
Q9H159	CDH19 CDH7L2 UNQ478/PRO941	CAD19_HUMAN	28513
A0A140G945	CRYAA2 CRYAA	CRYA2_HUMAN	102724652
Q9HA72	CALHM2 FAM26B	CAHM2_HUMAN	51063
Q96P48	ARAP1 CENTD2 KIAA0782	ARAP1_HUMAN	116985
Q6UX72	B3GNT9 UNQ1922/PRO4397	B3GN9_HUMAN	84752
O95471	CLDN7 CEPTRL2 CPETRL2	CLD7_HUMAN	1366
P55008	AIF1 G1 IBA1	AIF1_HUMAN	199
Q8N6T3	ARFGAP1 ARF1GAP	ARFG1_HUMAN	55738
Q9HCE6	ARHGEF10L GRINCHGEF KIAA1626	ARGAL_HUMAN	55160
P68400	CSNK2A1 CK2A1	CSK21_HUMAN	1457
Q5TGI0	FAXC C6orf168	FAXC_HUMAN	84553
Q14749	GNMT	GNMT_HUMAN	27232
Q7Z7B8	DEFB128 DEFB28	DB128_HUMAN	245939
Q8N136	DAW1 WDR69	DAW1_HUMAN	164781
Q92837	FRAT1	FRAT1_HUMAN	10023
Q92637	FCGR1B IGFRB	FCGRB_HUMAN	2210
P12318	FCGR2A CD32 FCG2 FCGR2A1 IGFR2	FCG2A_HUMAN	2212
