Entry	Entry_name	Gene_names
Q6YL38	Q6YL38_HUMAN	
Q6ZMU0	Q6ZMU0_HUMAN	
Q6ZN14	Q6ZN14_HUMAN	
Q6ZN17	LN28B_HUMAN	LIN28B
Q6ZN25	Q6ZN25_HUMAN	
Q6ZN40	Q6ZN40_HUMAN	TPM1
Q6ZNJ1	NBEL2_HUMAN	NBEAL2
Q6ZNZ0	Q6ZNZ0_HUMAN	CD151
Q6ZRI0	OTOG_HUMAN	OTOG
Q6ZRS2	SRCAP_HUMAN	SRCAP
Q6ZRV2	FA83H_HUMAN	FAM83H
Q6ZS82	R9BP_HUMAN	RGS9BP
Q6ZSM3	MOT12_HUMAN	SLC16A12
Q6ZSP3	Q6ZSP3_HUMAN	
Q6ZSP7	Q6ZSP7_HUMAN	
Q6ZSZ6	TSH1_HUMAN	TSHZ1
Q6ZU25	Q6ZU25_HUMAN	
Q6ZUN2	Q6ZUN2_HUMAN	
Q6ZUT3	FRMD7_HUMAN	FRMD7
Q6ZVD7	STOX1_HUMAN	STOX1
Q6ZVN8	RGMC_HUMAN	HFE2
Q6ZVS2	Q6ZVS2_HUMAN	
Q6ZW61	BBS12_HUMAN	BBS12
Q6ZWF9	Q6ZWF9_HUMAN	
Q6ZWL3	CP4V2_HUMAN	CYP4V2
Q6ZYL4	TF2H5_HUMAN	GTF2H5
Q708E3	Q708E3_HUMAN	MYB
Q708E9	Q708E9_HUMAN	MYB
Q70J99	UN13D_HUMAN	UNC13D
Q70YC4	TALAN_HUMAN	ZNF365
Q70YC5	ZN365_HUMAN	ZNF365
Q719H9	KCTD1_HUMAN	KCTD1
Q71F56	MD13L_HUMAN	MED13L
Q71RB4	Q71RB4_HUMAN	
Q71RS6	NCKX5_HUMAN	SLC24A5
Q71SY5	MED25_HUMAN	MED25
Q71U36	TBA1A_HUMAN	TUBA1A
Q75V66	ANO5_HUMAN	ANO5
Q762B6	Q762B6_HUMAN	ATP7A
Q76LA1	Q76LA1_HUMAN	CSTB
Q76LX8	ATS13_HUMAN	ADAMTS13
Q7GIM7	Q7GIM7_HUMAN	COX3
Q7GXY9	Q7GXY9_HUMAN	ND2
Q7KZA3	Q7KZA3_HUMAN	DKFZp686P18130
Q7KZN9	COX15_HUMAN	COX15
Q7L4M3	Q7L4M3_HUMAN	
Q7L4Q3	Q7L4Q3_HUMAN	GPX1
Q7L5A8	FA2H_HUMAN	FA2H
Q7LD69	Q7LD69_HUMAN	
Q7LG56	RIR2B_HUMAN	RRM2B
Q7LGC8	CHST3_HUMAN	CHST3
Q7RTN6	STRAA_HUMAN	STRADA
Q7RTP0	NIPA1_HUMAN	NIPA1
Q7RTS3	PTF1A_HUMAN	PTF1A
Q7RTS7	K2C74_HUMAN	KRT74
Q7RTS9	DYM_HUMAN	DYM
Q7RTU4	BHA09_HUMAN	BHLHA9
Q7RTU9	STRC_HUMAN	STRC
Q7RTW8	OTOAN_HUMAN	OTOA
Q7Z2D7	Q7Z2D7_HUMAN	PEX26T35insC
Q7Z2E3	APTX_HUMAN	APTX
Q7Z2I8	Q7Z2I8_HUMAN	DKFZp686A24188
Q7Z333	SETX_HUMAN	SETX
Q7Z392	TPC11_HUMAN	TRAPPC11
Q7Z3B3	KANL1_HUMAN	KANSL1
Q7Z3B7	Q7Z3B7_HUMAN	DKFZp451N061
Q7Z3D7	Q7Z3D7_HUMAN	DKFZp686E2459
Q7Z3G6	PRIC2_HUMAN	PRICKLE2
Q7Z3H1	Q7Z3H1_HUMAN	AIPL1
Q7Z3H2	Q7Z3H2_HUMAN	DKFZp686M1483
Q7Z3K5	Q7Z3K5_HUMAN	DKFZp686K20196
Q7Z3M0	Q7Z3M0_HUMAN	DKFZp686M1993
Q7Z3R8	Q7Z3R8_HUMAN	DKFZp686D10173
Q7Z3S7	CA2D4_HUMAN	CACNA2D4
Q7Z3V4	UBE3B_HUMAN	UBE3B
Q7Z3V9	Q7Z3V9_HUMAN	DKFZp686E1183
Q7Z3X3	Q7Z3X3_HUMAN	DKFZp686E12166
Q7Z3Z2	RD3_HUMAN	RD3
Q7Z403	TMC6_HUMAN	TMC6
Q7Z406	MYH14_HUMAN	MYH14
Q7Z412	PEX26_HUMAN	PEX26
Q7Z449	CP2U1_HUMAN	CYP2U1
Q7Z494	NPHP3_HUMAN	NPHP3
Q7Z497	Q7Z497_HUMAN	SF3B1
Q7Z4F3	Q7Z4F3_HUMAN	
Q7Z4L5	TT21B_HUMAN	TTC21B
Q7Z4N2	TRPM1_HUMAN	TRPM1
Q7Z4S6	KI21A_HUMAN	KIF21A
Q7Z4T8	GLTL5_HUMAN	GALNTL5
Q7Z4W1	DCXR_HUMAN	DCXR
Q7Z538	Q7Z538_HUMAN	MUC1
Q7Z551	Q7Z551_HUMAN	MUC1
Q7Z599	Q7Z599_HUMAN	AID
Q7Z5C0	Q7Z5C0_HUMAN	
Q7Z5C1	Q7Z5C1_HUMAN	
Q7Z5J4	RAI1_HUMAN	RAI1
Q7Z5T0	Q7Z5T0_HUMAN	
Q7Z5W8	Q7Z5W8_HUMAN	ACACA
Q7Z613	Q7Z613_HUMAN	DIPLA1
Q7Z626	Q7Z626_HUMAN	STIL
Q7Z675	Q7Z675_HUMAN	DKFZp779O2152
Q7Z699	SPRE1_HUMAN	SPRED1
Q7Z6C1	Q7Z6C1_HUMAN	EP300
Q7Z6J9	SEN54_HUMAN	TSEN54
Q7Z6L0	PRRT2_HUMAN	PRRT2
Q7Z6Z7	HUWE1_HUMAN	HUWE1
Q7Z725	Q7Z725_HUMAN	SLC34A1
Q7Z727	Q7Z727_HUMAN	PRKCA
Q7Z7A5	Q7Z7A5_HUMAN	MYO5B
Q7Z7G8	VP13B_HUMAN	VPS13B
Q7Z7M0	MEGF8_HUMAN	MEGF8
Q7Z7Q0	Q7Z7Q0_HUMAN	APOB
Q86SG6	NEK8_HUMAN	NEK8
Q86SJ6	DSG4_HUMAN	DSG4
Q86SQ7	SDCG8_HUMAN	SDCCAG8
Q86SQ9	DHDDS_HUMAN	DHDDS
Q86SR3	Q86SR3_HUMAN	
Q86SR6	Q86SR6_HUMAN	
Q86SU0	ILDR1_HUMAN	ILDR1
Q86SX6	GLRX5_HUMAN	GLRX5
Q86TA8	Q86TA8_HUMAN	DKFZp451M091
Q86TC9	MYPN_HUMAN	MYPN
Q86TD1	Q86TD1_HUMAN	DKFZp451J023
Q86TH1	ATL2_HUMAN	ADAMTSL2
Q86TH5	Q86TH5_HUMAN	ARFGEF2
Q86TM7	Q86TM7_HUMAN	DPM3
Q86TX9	Q86TX9_HUMAN	
Q86U25	Q86U25_HUMAN	TTC8
Q86U42	PABP2_HUMAN	PABPN1
Q86U55	Q86U55_HUMAN	FANCA
Q86UC5	Q86UC5_HUMAN	RARB
Q86UK0	ABCAC_HUMAN	ABCA12
Q86UK5	LBN_HUMAN	EVC2
Q86UP3	ZFHX4_HUMAN	ZFHX4
Q86UR5	RIMS1_HUMAN	RIMS1
Q86UX7	URP2_HUMAN	FERMT3
Q86V38	Q86V38_HUMAN	ATN1
Q86V90	Q86V90_HUMAN	SCN5A
Q86VN6	Q86VN6_HUMAN	SLC34A1
Q86VQ0	LCA5_HUMAN	LCA5
Q86VV8	RTTN_HUMAN	RTTN
Q86VZ3	Q86VZ3_HUMAN	JPH2
Q86W42	THOC6_HUMAN	THOC6
Q86W61	Q86W61_HUMAN	VCAN
Q86WC4	OSTM1_HUMAN	OSTM1
Q86WG3	ATCAY_HUMAN	ATCAY
Q86WG5	MTMRD_HUMAN	SBF2
Q86WV8	Q86WV8_HUMAN	TSC1
Q86WW8	COA5_HUMAN	COA5
Q86X45	TILB_HUMAN	LRRC6
Q86X52	CHSS1_HUMAN	CHSY1
Q86XE5	HOGA1_HUMAN	HOGA1
Q86XR8	CEP57_HUMAN	CEP57
Q86XX4	FRAS1_HUMAN	FRAS1
Q86Y39	NDUAB_HUMAN	NDUFA11
Q86Y56	DAAF5_HUMAN	DNAAF5
Q86YC2	PALB2_HUMAN	PALB2
Q86YC8	Q86YC8_HUMAN	STRADA
Q86YH6	DLP1_HUMAN	PDSS2
P56524	HDAC4_HUMAN	HDAC4
Q86YI5	Q86YI5_HUMAN	DLAT
Q86YM8	Q86YM8_HUMAN	
Q86YT6	MIB1_HUMAN	MIB1
Q86YV9	HPS6_HUMAN	HPS6
Q8HWS3	RFX6_HUMAN	RFX6
Q8IU67	Q8IU67_HUMAN	
Q8IU68	TMC8_HUMAN	TMC8
Q8IU80	TMPS6_HUMAN	TMPRSS6
Q8IU89	CERS3_HUMAN	CERS3
Q8IUC6	TCAM1_HUMAN	TICAM1
Q8IUD6	RN135_HUMAN	RNF135
Q8IUN5	Q8IUN5_HUMAN	SLC12A1
Q8IVA8	Q8IVA8_HUMAN	GAD1
Q8IVC0	Q8IVC0_HUMAN	SERPIND1
Q8IVH4	MMAA_HUMAN	MMAA
Q8IVK2	Q8IVK2_HUMAN	TRDN
Q8IVL5	P3H2_HUMAN	P3H2
Q8IVM0	CCD50_HUMAN	CCDC50
Q8IVS8	GLCTK_HUMAN	GLYCTK
Q8IVU6	Q8IVU6_HUMAN	HGSNAT
Q8IVV2	LOXH1_HUMAN	LOXHD1
Q8IW09	Q8IW09_HUMAN	ZNF335
Q8IW40	CC103_HUMAN	CCDC103
Q8IWL1	SFPA2_HUMAN	SFTPA2
Q8IWS0	PHF6_HUMAN	PHF6
Q8IWT1	SCN4B_HUMAN	SCN4B
Q8IWT6	LRC8A_HUMAN	LRRC8A
Q8IWT8	Q8IWT8_HUMAN	ASBABP2
Q8IWV7	UBR1_HUMAN	UBR1
Q8IWY7	Q8IWY7_HUMAN	TTBK2
Q8IWY9	CDAN1_HUMAN	CDAN1
Q8IWZ6	BBS7_HUMAN	BBS7
Q8IXJ9	ASXL1_HUMAN	ASXL1
Q8IXL6	FA20C_HUMAN	FAM20C
Q8IXL7	MSRB3_HUMAN	MSRB3
Q8IXQ5	KLHL7_HUMAN	KLHL7
Q8IXS2	DRC2_HUMAN	CCDC65
Q8IXV7	KLD8B_HUMAN	KLHDC8B
Q8IY17	PLPL6_HUMAN	PNPLA6
Q8IY40	Q8IY40_HUMAN	GRIK2
Q8IY92	SLX4_HUMAN	SLX4
Q8IYA5	Q8IYA5_HUMAN	FAM20A
Q8IYB7	DI3L2_HUMAN	DIS3L2
Q8IYD8	FANCM_HUMAN	FANCM
Q8IYG4	Q8IYG4_HUMAN	CYP19A1
Q8IYG9	Q8IYG9_HUMAN	DPP6
Q8IYM1	SEP12_HUMAN	SEPT12
Q8IYU2	HACE1_HUMAN	HACE1
Q8IYW5	RN168_HUMAN	RNF168
Q8IZA0	K319L_HUMAN	KIAA0319L
Q8IZF0	NALCN_HUMAN	NALCN
Q8IZH9	Q8IZH9_HUMAN	
Q8IZR3	Q8IZR3_HUMAN	
Q8IZT6	ASPM_HUMAN	ASPM
Q8IZU3	SYCP3_HUMAN	SYCP3
Q8IZU9	KIRR3_HUMAN	KIRREL3
Q8IZZ5	Q8IZZ5_HUMAN	
Q8J025	APCD1_HUMAN	APCDD1
Q8N0W4	NLGNX_HUMAN	NLGN4X
Q8N0X7	SPART_HUMAN	SPART
Q8N130	NPT2C_HUMAN	SLC34A3
Q8N157	AHI1_HUMAN	AHI1
Q8N159	NAGS_HUMAN	NAGS
Q8N169	Q8N169_HUMAN	SLC1A3
Q8N183	NDUF2_HUMAN	NDUFAF2
Q8N196	SIX5_HUMAN	SIX5
Q8N1B3	CCNQ_HUMAN	CCNQ
Q8N1K8	Q8N1K8_HUMAN	
Q8N1M3	Q8N1M3_HUMAN	
Q8N2D6	Q8N2D6_HUMAN	
Q8N2K0	ABD12_HUMAN	ABHD12
Q8N2P0	Q8N2P0_HUMAN	
Q8N2S1	LTBP4_HUMAN	LTBP4
Q8N335	GPD1L_HUMAN	GPD1L
Q8N338	Q8N338_HUMAN	BOLA3
Q8N3I7	BBS5_HUMAN	BBS5
Q8N427	TXND3_HUMAN	NME8
Q8N451	Q8N451_HUMAN	RNASEH2B
Q8N465	D2HDH_HUMAN	D2HGDH
Q8N490	PNKD_HUMAN	PNKD
Q8N4C6	NIN_HUMAN	NIN
Q8N4Q3	Q8N4Q3_HUMAN	
Q8N4S9	MALD2_HUMAN	MARVELD2
Q8N4T0	CBPA6_HUMAN	CPA6
Q8N4Z1	Q8N4Z1_HUMAN	
Q8N516	Q8N516_HUMAN	IKBKAP
Q8N5B3	Q8N5B3_HUMAN	CDH23
Q8N5K1	CISD2_HUMAN	CISD2
Q8N5M1	ATPF2_HUMAN	ATPAF2
Q8N5Z3	Q8N5Z3_HUMAN	SNX10
Q8N6B5	Q8N6B5_HUMAN	FOXP2
Q8N6B6	Q8N6B6_HUMAN	FOXP2
Q8N6C5	IGSF1_HUMAN	IGSF1
Q8N6F1	CLD19_HUMAN	CLDN19
Q8N6I9	Q8N6I9_HUMAN	GNAO1
Q8N6L6	Q8N6L6_HUMAN	C2
Q8N726	ARF_HUMAN	CDKN2A
Q8N8E2	ZN513_HUMAN	ZNF513
Q8N8L9	Q8N8L9_HUMAN	
Q8N8P2	Q8N8P2_HUMAN	
Q8N8U9	BMPER_HUMAN	BMPER
Q8N8W4	PLPL1_HUMAN	PNPLA1
Q8N959	Q8N959_HUMAN	
Q8N9F0	NAT8L_HUMAN	NAT8L
Q8N9N2	ASCC1_HUMAN	ASCC1
Q8N9Q1	Q8N9Q1_HUMAN	
Q8N9W5	DAAF3_HUMAN	DNAAF3
Q8NAG5	Q8NAG5_HUMAN	
Q8NAK2	Q8NAK2_HUMAN	
Q8NAT1	PMGT2_HUMAN	POMGNT2
Q8NB59	SYT14_HUMAN	SYT14
Q8NB91	FANCB_HUMAN	FANCB
Q8NBH6	Q8NBH6_HUMAN	
Q8NBI4	Q8NBI4_HUMAN	
Q8NBK3	SUMF1_HUMAN	SUMF1
Q8NBP7	PCSK9_HUMAN	PCSK9
Q8NBS3	S4A11_HUMAN	SLC4A11
Q8NBT0	POC1A_HUMAN	POC1A
Q8NCE0	SEN2_HUMAN	TSEN2
Q8NCH0	CHSTE_HUMAN	CHST14
Q8NCM8	DYHC2_HUMAN	DYNC2H1
Q8NCR0	B3GL2_HUMAN	B3GALNT2
Q8NDP7	Q8NDP7_HUMAN	LMBR1
Q8NDX2	VGLU3_HUMAN	SLC17A8
Q8NEA6	GLIS3_HUMAN	GLIS3
Q8NEC5	CTSR1_HUMAN	CATSPER1
Q8NEL9	DDHD1_HUMAN	DDHD1
Q8NEM0	MCPH1_HUMAN	MCPH1
Q8NEP3	DAAF1_HUMAN	DNAAF1
Q8NER0	Q8NER0_HUMAN	AHI-1
Q8NES3	LFNG_HUMAN	LFNG
Q8NET8	TRPV3_HUMAN	TRPV3
Q8NEV4	MYO3A_HUMAN	MYO3A
Q8NEW7	TMIE_HUMAN	TMIE
Q8NEZ2	VP37A_HUMAN	VPS37A
Q8NEZ3	WDR19_HUMAN	WDR19
Q8NF50	DOCK8_HUMAN	DOCK8
Q8NF91	SYNE1_HUMAN	SYNE1
Q8NFD5	ARI1B_HUMAN	ARID1B
Q8NFG4	FLCN_HUMAN	FLCN
Q8NFJ6	PKR2_HUMAN	PROKR2
Q8NFJ9	BBS1_HUMAN	BBS1
Q8NFM7	I17RD_HUMAN	IL17RD
Q8N0V5	GNT2A_HUMAN	GCNT2
Q8NG31	KNL1_HUMAN	KNL1
Q8NHS3	MFSD8_HUMAN	MFSD8
Q8NHU6	TDRD7_HUMAN	TDRD7
Q8NHZ6	Q8NHZ6_HUMAN	
Q8NI17	IL31R_HUMAN	IL31RA
Q8NI22	MCFD2_HUMAN	MCFD2
Q8NI36	WDR36_HUMAN	WDR36
Q8NI60	COQ8A_HUMAN	COQ8A
Q8TA86	RP9_HUMAN	RP9
Q8TA92	Q8TA92_HUMAN	
Q8TAA9	VANG1_HUMAN	VANGL1
Q8TAB3	PCD19_HUMAN	PCDH19
Q8TAD8	SNIP1_HUMAN	SNIP1
Q8TAF8	LHPL5_HUMAN	LHFPL5
Q8TAM1	BBS10_HUMAN	BBS10
Q8TAM2	TTC8_HUMAN	TTC8
Q8TAP9	MPLKI_HUMAN	MPLKIP
Q8TAS6	Q8TAS6_HUMAN	LAMB1
Q8TAW8	Q8TAW8_HUMAN	CD8A
Q8TAY1	Q8TAY1_HUMAN	NIPA1
Q8TB36	GDAP1_HUMAN	GDAP1
Q8TB37	NUBPL_HUMAN	NUBPL
Q8TBA6	GOGA5_HUMAN	GOLGA5
Q8TBX0	Q8TBX0_HUMAN	
Q8TCA4	Q8TCA4_HUMAN	
Q8TCS8	PNPT1_HUMAN	PNPT1
Q8TCU4	ALMS1_HUMAN	ALMS1
Q8TCY5	MRAP_HUMAN	MRAP
Q8TD10	MIPO1_HUMAN	MIPOL1
Q8TD16	BICD2_HUMAN	BICD2
Q8TD43	TRPM4_HUMAN	TRPM4
Q8TDD0	Q8TDD0_HUMAN	
Q8TDD2	SP7_HUMAN	SP7
Q8TDI8	TMC1_HUMAN	TMC1
Q8TDN2	KCNV2_HUMAN	KCNV2
Q8TDP1	RNH2C_HUMAN	RNASEH2C
Q8TDY2	RBCC1_HUMAN	RB1CC1
Q8TE56	ATS17_HUMAN	ADAMTS17
Q8TE60	ATS18_HUMAN	ADAMTS18
Q8TE67	ES8L3_HUMAN	EPS8L3
Q8TE73	DYH5_HUMAN	DNAH5
Q8TEA2	Q8TEA2_HUMAN	
Q8TEQ8	PIGO_HUMAN	PIGO
Q8TES3	Q8TES3_HUMAN	FLJ00120
Q8TF17	S3TC2_HUMAN	SH3TC2
Q8TF64	GIPC3_HUMAN	GIPC3
Q8WTS1	ABHD5_HUMAN	ABHD5
Q8WTW3	COG1_HUMAN	COG1
Q8WU17	RN139_HUMAN	RNF139
Q8WU66	TSEAR_HUMAN	TSPEAR
Q8WUU5	GATD1_HUMAN	GATAD1
Q8WV28	BLNK_HUMAN	BLNK
Q8WVJ9	TWST2_HUMAN	TWIST2
Q8WVP7	LMBR1_HUMAN	LMBR1
Q8WVQ1	CANT1_HUMAN	CANT1
Q8WVS4	WDR60_HUMAN	WDR60
Q8WVV4	POF1B_HUMAN	POF1B
Q8WW38	FOG2_HUMAN	ZFPM2
Q8WWQ2	HPSE2_HUMAN	HPSE2
Q8WWY3	PRP31_HUMAN	PRPF31
Q8WWY8	LIPH_HUMAN	LIPH
Q8WWZ3	EDAD_HUMAN	EDARADD
Q8WX94	NALP7_HUMAN	NLRP7
Q8WXB7	Q8WXB7_HUMAN	ZFX
Q8WXD0	RXFP2_HUMAN	RXFP2
Q8WXE1	ATRIP_HUMAN	ATRIP
Q8WXF7	ATLA1_HUMAN	ATL1
Q8WXG9	GPR98_HUMAN	GPR98
Q8WXH0	SYNE2_HUMAN	SYNE2
Q8WXH2	JPH3_HUMAN	JPH3
Q8WXU2	DAAF4_HUMAN	DNAAF4
Q8WY15	Q8WY15_HUMAN	SLC5A2
Q8WY41	NANO1_HUMAN	NANOS1
Q8WYB5	KAT6B_HUMAN	KAT6B
Q8WYP3	RIN2_HUMAN	RIN2
Q13608	PEX6_HUMAN	PEX6
Q8WYR1	PI3R5_HUMAN	PIK3R5
Q8WYR3	Q8WYR3_HUMAN	MITF
Q8WYR4	RSPH1_HUMAN	RSPH1
Q8WYU6	Q8WYU6_HUMAN	pp6425
Q8WZ04	TOMT_HUMAN	LRTOMT
Q8WZ42	TITIN_HUMAN	TTN
Q8WZ48	Q8WZ48_HUMAN	CPT1A
Q8WZ55	BSND_HUMAN	BSND
Q8WZA1	PMGT1_HUMAN	POMGNT1
Q92466	DDB2_HUMAN	DDB2
Q92481	AP2B_HUMAN	TFAP2B
Q92508	PIEZ1_HUMAN	PIEZO1
Q92539	LPIN2_HUMAN	LPIN2
Q92542	NICA_HUMAN	NCSTN
Q92560	BAP1_HUMAN	BAP1
Q92562	FIG4_HUMAN	FIG4
Q92570	NR4A3_HUMAN	NR4A3
Q92574	TSC1_HUMAN	TSC1
Q92581	SL9A6_HUMAN	SLC9A6
Q92597	NDRG1_HUMAN	NDRG1
Q92610	ZN592_HUMAN	ZNF592
Q92629	SGCD_HUMAN	SGCD
Q92685	ALG3_HUMAN	ALG3
Q92698	RAD54_HUMAN	RAD54L
Q92733	PRCC_HUMAN	PRCC
Q92734	TFG_HUMAN	TFG
Q92736	RYR2_HUMAN	RYR2
Q92743	HTRA1_HUMAN	HTRA1
Q92781	RDH1_HUMAN	RDH5
Q92793	CBP_HUMAN	CREBBP
Q92796	DLG3_HUMAN	DLG3
Q92804	RBP56_HUMAN	TAF15
Q92834	RPGR_HUMAN	RPGR
Q92838	EDA_HUMAN	EDA
Q92847	GHSR_HUMAN	GHSR
Q92851	CASPA_HUMAN	CASP10
Q92878	RAD50_HUMAN	RAD50
Q92887	MRP2_HUMAN	ABCC2
Q92889	XPF_HUMAN	ERCC4
Q92890	UFD1_HUMAN	UFD1
Q92902	HPS1_HUMAN	HPS1
Q92908	GATA6_HUMAN	GATA6
Q92911	SC5A5_HUMAN	SLC5A5
Q92915	FGF14_HUMAN	FGF14
Q92947	GCDH_HUMAN	GCDH
Q92954	PRG4_HUMAN	PRG4
Q92959	SO2A1_HUMAN	SLCO2A1
Q92963	RIT1_HUMAN	RIT1
Q92968	PEX13_HUMAN	PEX13
Q92979	NEP1_HUMAN	EMG1
Q92990	GLMN_HUMAN	GLMN
Q93052	LPP_HUMAN	LPP
Q93063	EXT2_HUMAN	EXT2
Q93074	MED12_HUMAN	MED12
Q93099	HGD_HUMAN	HGD
Q93100	KPBB_HUMAN	PHKB
Q969F8	KISSR_HUMAN	KISS1R
Q969F9	HPS3_HUMAN	HPS3
Q969G2	LHX4_HUMAN	LHX4
Q969N2	PIGT_HUMAN	PIGT
Q969X6	UTP4_HUMAN	UTP4
Q96A29	FUCT1_HUMAN	SLC35C1
Q96AA3	RFT1_HUMAN	RFT1
Q96AD5	PLPL2_HUMAN	PNPLA2
Q96AI9	Q96AI9_HUMAN	
Q96AJ9	VTI1A_HUMAN	VTI1A
Q96AQ7	CIDEC_HUMAN	CIDEC
Q96AY3	FKB10_HUMAN	FKBP10
Q96B14	Q96B14_HUMAN	
Q96BA5	Q96BA5_HUMAN	SH2B3
Q96BI1	S22AI_HUMAN	SLC22A18
Q96CG0	Q96CG0_HUMAN	ENG
Q96CG8	CTHR1_HUMAN	CTHRC1
Q96CJ7	Q96CJ7_HUMAN	EYA4
Q96CU9	FXRD1_HUMAN	FOXRED1
Q96CV9	OPTN_HUMAN	OPTN
Q96D31	CRCM1_HUMAN	ORAI1
Q96DA2	RB39B_HUMAN	RAB39B
Q96DA6	TIM14_HUMAN	DNAJC19
Q96DP5	FMT_HUMAN	MTFMT
Q96DS0	Q96DS0_HUMAN	MDM2
Q96DT5	DYH11_HUMAN	DNAH11
Q96DW6	S2538_HUMAN	SLC25A38
Q96DZ8	Q96DZ8_HUMAN	KLHDC8B
Q96E66	LRC51_HUMAN	LRTOMT
Q96E88	Q96E88_HUMAN	
Q96E98	Q96E98_HUMAN	RHAG
Q96EC6	Q96EC6_HUMAN	ANTXR1
Q96EK5	KBP_HUMAN	KIF1BP
Q96EU7	C1GLC_HUMAN	C1GALT1C1
Q96EV8	DTBP1_HUMAN	DTNBP1
Q96EY8	MMAB_HUMAN	MMAB
Q96EY9	ADAT3_HUMAN	ADAT3
Q96F46	I17RA_HUMAN	IL17RA
Q96F82	Q96F82_HUMAN	ORC1L
Q96FC9	DDX11_HUMAN	DDX11
Q96FF1	Q96FF1_HUMAN	ATXN1
Q96FG2	ELMD3_HUMAN	ELMOD3
Q96FT4	Q96FT4_HUMAN	PRCC
Q96FT9	IFT43_HUMAN	IFT43
Q96FU2	Q96FU2_HUMAN	BICD2
Q96G91	P2Y11_HUMAN	P2RY11
Q96G97	BSCL2_HUMAN	BSCL2
Q96GP6	SREC2_HUMAN	SCARF2
Q96GX1	TECT2_HUMAN	TCTN2
Q96GX5	GWL_HUMAN	MASTL
Q96H72	S39AD_HUMAN	SLC39A13
Q96H96	COQ2_HUMAN	COQ2
Q96HD1	CREL1_HUMAN	CRELD1
Q96HD8	Q96HD8_HUMAN	
Q96HP0	DOCK6_HUMAN	DOCK6
Q96HY7	DHTK1_HUMAN	DHTKD1
Q96I36	COX14_HUMAN	COX14
Q96I49	Q96I49_HUMAN	GALNS
Q96I65	Q96I65_HUMAN	EIF4G1
Q96I80	Q96I80_HUMAN	
Q96IB4	Q96IB4_HUMAN	DIP2B
Q96IF9	Q96IF9_HUMAN	VCP
Q96II5	Q96II5_HUMAN	ARAF
Q96IS3	RAX2_HUMAN	RAX2
Q96IV0	NGLY1_HUMAN	NGLY1
Q96J02	ITCH_HUMAN	ITCH
Q96J66	ABCCB_HUMAN	ABCC11
Q96J92	WNK4_HUMAN	WNK4
Q96JG9	ZN469_HUMAN	ZNF469
Q96JI7	SPTCS_HUMAN	SPG11
Q96JP9	CDHR1_HUMAN	CDHR1
Q96JX3	SRAC1_HUMAN	SERAC1
Q96K19	RN170_HUMAN	RNF170
Q96KG7	MEG10_HUMAN	MEGF10
Q96KJ9	COX42_HUMAN	COX4I2
Q96KN7	RPGR1_HUMAN	RPGRIP1
Q96L12	CALR3_HUMAN	CALR3
Q96L58	B3GT6_HUMAN	B3GALT6
Q96L73	NSD1_HUMAN	NSD1
Q96LT7	CI072_HUMAN	C9orf72
Q96LW4	PRIPO_HUMAN	PRIMPOL
Q96M11	HYLS1_HUMAN	HYLS1
Q96M63	CC114_HUMAN	CCDC114
Q96M91	CFA53_HUMAN	CFAP53
Q96M96	FGD4_HUMAN	FGD4
Q96MC2	DRC1_HUMAN	DRC1
Q96MF2	STAC3_HUMAN	STAC3
Q96MF8	Q96MF8_HUMAN	
Q96MK3	FA20A_HUMAN	FAM20A
Q96MN8	Q96MN8_HUMAN	
Q96MP8	KCTD7_HUMAN	KCTD7
Q96MS0	ROBO3_HUMAN	ROBO3
Q96MT3	PRIC1_HUMAN	PRICKLE1
Q96MT8	CEP63_HUMAN	CEP63
Q96MV8	ZDH15_HUMAN	ZDHHC15
Q96MW5	COG8_HUMAN	COG8
Q96N76	HUTU_HUMAN	UROC1
Q96NL8	CH037_HUMAN	C8orf37
Q96NR8	RDH12_HUMAN	RDH12
Q96NT5	PCFT_HUMAN	SLC46A1
Q96NT7	Q96NT7_HUMAN	
Q96NY8	NECT4_HUMAN	NECTIN4
Q96P20	NLRP3_HUMAN	NLRP3
Q96PD4	IL17F_HUMAN	IL17F
Q96PE7	MCEE_HUMAN	MCEE
Q96PL5	ERMAP_HUMAN	ERMAP
Q96PV0	SYGP1_HUMAN	SYNGAP1
Q96PX8	SLIK1_HUMAN	SLITRK1
Q96PY6	NEK1_HUMAN	NEK1
Q96PZ2	F111A_HUMAN	FAM111A
Q96Q05	TPPC9_HUMAN	TRAPPC9
Q96Q42	ALS2_HUMAN	ALS2
Q96Q45	TM237_HUMAN	TMEM237
Q96QK1	VPS35_HUMAN	VPS35
Q96QS3	ARX_HUMAN	ARX
Q96QU1	PCD15_HUMAN	PCDH15
Q96RJ3	TR13C_HUMAN	TNFRSF13C
Q96RK4	BBS4_HUMAN	BBS4
Q96RL7	VP13A_HUMAN	VPS13A
Q96RN1	S26A8_HUMAN	SLC26A8
Q96RP9	EFGM_HUMAN	GFM1
Q96RQ3	MCCA_HUMAN	MCCC1
Q96RR1	PEO1_HUMAN	TWNK
Q96RT7	GCP6_HUMAN	TUBGCP6
Q96RY7	IF140_HUMAN	IFT140
Q96S06	LMF1_HUMAN	LMF1
Q96S37	S22AC_HUMAN	SLC22A12
Q96S42	NODAL_HUMAN	NODAL
Q96SD1	DCR1C_HUMAN	DCLRE1C
Q96SF7	TBX15_HUMAN	TBX15
Q96SL1	DIRC2_HUMAN	DIRC2
